	MeSH Disease Term	PubMed occurrence	MeSH Disease ID
3391	Endocardial Cushion Defects	167	D004694
3392	Zenker Diverticulum	167	D016672
3393	Emergencies	167	D004630
3394	Blood Loss, Surgical	167	D016063
3395	Enterobiasis	166	D017229
3396	Muscular Dystrophy, Emery-Dreifuss	166	D020389
3397	Canavan Disease	166	D017825
3398	Post-Concussion Syndrome	165	D038223
3399	Liver Abscess, Pyogenic	164	D046290
3400	Furcation Defects	164	D017823
3401	Leukoencephalitis, Acute Hemorrhagic	164	D004684
3402	Blepharophimosis	164	D016569
3403	Amyloidosis, Familial	164	D028226
3404	Ecthyma	163	D004473
3405	RNA Virus Infections	163	D012327
3406	Lassa Fever	163	D007835
3407	Focal Dermal Hypoplasia	163	D005489
3408	Anemia, Diamond-Blackfan	163	D029503
3409	Xanthomatosis, Cerebrotendinous	163	D019294
3410	Eunuchism	163	D005058
3411	Linitis Plastica	162	D008039
3412	Papilloma, Intraductal	162	D018300
3413	Ornithine Carbamoyltransferase Deficiency Disease	162	D020163
3414	Radial Neuropathy	162	D020425
3415	Uterine Cervical Erosion	162	D002579
3416	Hypervitaminosis A	162	D006986
3417	Encephalitozoonosis	161	D016890
3418	Porphyria, Hepatoerythropoietic	161	D017121
3419	Glossalgia	161	D005926
3420	Tyrosinemias	161	D020176
3421	Feeding and Eating Disorders of Childhood	161	D019959
3422	Cyclothymic Disorder	161	D003527
3423	Ophthalmia Neonatorum	160	D009878
3424	Rift Valley Fever	160	D012295
3425	Nephroma, Mesoblastic	160	D018201
3426	Smooth Muscle Tumor	160	D018235
3427	Nelson Syndrome	160	D009347
3428	Leukoaraiosis	160	D049292
3429	Sarcoma, Alveolar Soft Part	159	D018234
3430	MERRF Syndrome	159	D017243
3431	Tuberculosis, Central Nervous System	158	D020306
3432	Spirurida Infections	158	D017205
3433	Trophoblastic Tumor, Placental Site	158	D018245
3434	Carcinoma, Giant Cell	158	D018286
3435	Headache Disorders, Secondary	158	D051271
3436	Extensively Drug-Resistant Tuberculosis	157	D054908
3437	Paraneoplastic Cerebellar Degeneration	157	D020362
3438	Joint Loose Bodies	157	D007594
3439	Fetal Resorption	157	D005327
3440	Pelger-Huet Anomaly	157	D010381
3441	Pityriasis Rosea	157	D017515
3442	Bunyaviridae Infections	156	D002044
3443	Oroantral Fistula	156	D009957
3444	Hypoaldosteronism	156	D006994
3445	Fractures, Cartilage	156	D050724
3446	Stress Disorders, Traumatic, Acute	156	D040701
3447	Schizophrenia, Disorganized	156	D012562
3448	Leukemia, Prolymphocytic, T-Cell	155	D015461
3449	Chromosome Inversion	155	D007446
3450	Chancre	154	D002601
3451	Ranula	154	D011900
3452	Chondrosarcoma, Mesenchymal	154	D018211
3453	Odontodysplasia	154	D018126
3454	Neurologic Manifestations	154	D009461
3455	Entropion	154	D004774
3456	Panophthalmitis	153	D010202
3457	Gingival Hypertrophy	153	D005886
3458	Femoral Neuropathy	153	D020428
3459	Hematocolpos	153	D006399
3460	Pelvic Organ Prolapse	153	D056887
3461	Encephalomyelitis, Venezuelan Equine	152	D004685
3462	Carcinoma, Skin Appendage	152	D018280
3463	Pulmonary Aspergillosis	152	D055732
3464	Gonadal Dysgenesis, Mixed	152	D006060
3465	Double Outlet Right Ventricle	152	D004310
3466	Spondylosis	151	D055009
3467	Mikulicz' Disease	151	D008882
3468	Landau-Kleffner Syndrome	151	D018887
3469	Dermatitis, Toxicodendron	151	D011040
3470	Optic Nerve Glioma	150	D020339
3471	Channelopathies	150	D053447
3472	Adenomatoid Tumor	149	D018254
3473	Pulmonary Adenomatosis, Ovine	148	D011648
3474	Necatoriasis	148	D009332
3475	Maxillofacial Abnormalities	148	D019767
3476	Parkinson Disease, Postencephalitic	148	D010301
3477	Hereditary Central Nervous System Demyelinating Diseases	148	D020279
3478	Hermanski-Pudlak Syndrome	148	D022861
3479	Afferent Loop Syndrome	147	D000343
3480	Choroideremia	147	D015794
3481	Purpura, Hyperglobulinemic	147	D011694
3482	Egg Hypersensitivity	147	D021181
3483	Nevus of Ota	146	D009507
3484	Hemopneumothorax	146	D006468
3485	Antithrombin III Deficiency	146	D020152
3486	Neuroaspergillosis	145	D020953
3487	Sarcocystosis	145	D012523
3488	Pruritus Ani	145	D011538
3489	Pyruvate Dehydrogenase Complex Deficiency Disease	145	D015325
3490	Leukoencephalopathies	145	D056784
3491	Leriche Syndrome	145	D007925
3492	Persistent Hyperinsulinemia Hypoglycemia of Infancy	145	D044903
3493	Periodontal Cyst	144	D010509
3494	Brown-Sequard Syndrome	144	D018437
3495	Multicystic Dysplastic Kidney	144	D021782
3496	Parturient Paresis	144	D010319
3497	Compulsive Personality Disorder	144	D003193
3498	Echinostomiasis	143	D004451
3499	Middle Lobe Syndrome	143	D008878
3500	Feline Infectious Peritonitis	142	D016766
3501	Ganglioneuroblastoma	141	D018305
3502	Epilepsy, Benign Neonatal	141	D020936
3503	Sjogren-Larsson Syndrome	141	D016111
3504	Glucose Metabolism Disorders	141	D044882
3505	Patellar Dislocation	141	D031222
3506	Adenosarcoma	140	D018195
3507	Glycosuria, Renal	140	D006030
3508	Diabetes Mellitus, Lipoatrophic	140	D003923
3509	Yang Deficiency	140	D016711
3510	Flavivirus Infections	139	D018177
3511	Niemann-Pick Disease, Type C	139	D052556
3512	Dysgeusia	139	D004408
3513	Onchocerciasis, Ocular	138	D015827
3514	Usher Syndromes	138	D052245
3515	Mucinosis, Follicular	138	D000507
3516	Histrionic Personality Disorder	138	D006677
3517	Neoplasms, Adnexal and Skin Appendage	136	D018294
3518	Paraneoplastic Polyneuropathy	136	D020364
3519	Pleuropneumonia	136	D011001
3520	Myasthenia Gravis, Autoimmune, Experimental	136	D020720
3521	Hyperthyroxinemia	136	D006981
3522	Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis	135	D056648
3523	XYY Karyotype	135	D014997
3524	Acalculous Cholecystitis	134	D042101
3525	Parasomnias	134	D020447
3526	Hematometra	134	D006409
3527	Convalescence	134	D003289
3528	Bacillaceae Infections	133	D016863
3529	Vagus Nerve Diseases	133	D020421
3530	Korsakoff Syndrome	133	D020915
3531	Pruritus Vulvae	133	D011539
3532	Scleroderma, Limited	133	D045745
3533	Pityriasis Lichenoides	133	D017514
3534	Disease Models, Animal	133	D004195
3535	Knee Dislocation	133	D031221
3536	Osteoporotic Fractures	133	D058866
3537	Mobius Syndrome	132	D020331
3538	Pyomyositis	131	D052880
3539	Krukenberg Tumor	131	D007725
3540	Carcinoma, Brown-Pearce	131	D002284
3541	Bone Demineralization, Pathologic	131	D018488
3542	Diverticulosis, Colonic	131	D043963
3543	Ear Deformities, Acquired	131	D004426
3544	Pelizaeus-Merzbacher Disease	131	D020371
3545	Ichthyosis, X-Linked	131	D016114
3546	Hyperlipoproteinemia Type V	131	D006954
3547	Delayed Graft Function	131	D051799
3548	Erythroplasia	130	D004919
3549	Hypophosphatemic Rickets, X-Linked Dominant	130	D053098
3550	Hearing Loss, Unilateral	130	D046088
3551	alpha-Mannosidosis	130	D008363
3552	Primate Diseases	130	D018419
3553	Gait Ataxia	129	D020234
3554	Ventricular Remodeling	129	D020257
3555	Myotonic Disorders	128	D020967
3556	Sialometaplasia, Necrotizing	128	D012797
3557	Metal Metabolism, Inborn Errors	128	D008664
3558	Cholecystolithiasis	127	D041761
3559	Gingival Pocket	127	D005888
3560	Sarcopenia	127	D055948
3561	Branchio-Oto-Renal Syndrome	127	D019280
3562	Eczema, Dyshidrotic	127	D011146
3563	Sleep Bruxism	126	D020186
3564	Invasive Pulmonary Aspergillosis	126	D055744
3565	Epispadias	126	D004842
3566	Panniculitis, Lupus Erythematosus	126	D015435
3567	Parakeratosis	126	D010241
3568	Hyperacusis	125	D012001
3569	Seroma	125	D049291
3570	Isaacs Syndrome	124	D020386
3571	Muscular Disorders, Atrophic	124	D020966
3572	Dentin Dysplasia	124	D003805
3573	Amnesia, Anterograde	124	D020324
3574	Staphylococcal Food Poisoning	123	D013202
3575	Fibroma, Desmoplastic	123	D018220
3576	Epilepsia Partialis Continua	123	D017036
3577	Leukoplakia, Hairy	122	D017733
3578	Neoplasms, Complex and Mixed	122	D018193
3579	Dyspnea, Paroxysmal	122	D004418
3580	Ageusia	122	D000370
3581	Adrenogenital Syndrome	122	D047808
3582	Carbuncle	121	D002270
3583	Citrullinemia	121	D020159
3584	Hydrophthalmos	121	D006871
3585	Menopause, Premature	121	D008594
3586	Alexander Disease	120	D038261
3587	Ectopia Lentis	120	D004479
3588	Placenta, Retained	120	D018457
3589	Monteggia's Fracture	120	D009011
3590	Flail Chest	120	D005409
3591	Keratoconjunctivitis, Infectious	119	D007639
3592	Photophobia	119	D020795
3593	Hidradenitis	119	D016575
3594	Lipid Metabolism Disorders	119	D052439
3595	Follicular Cyst	118	D005497
3596	Gastric Antral Vascular Ectasia	118	D020252
3597	Postpericardiotomy Syndrome	118	D011185
3598	Glossitis, Benign Migratory	117	D005929
3599	Intracranial Hemorrhage, Hypertensive	117	D020299
3600	Sneddon Syndrome	117	D018860
3601	Orbital Cellulitis	117	D054517
3602	Acneiform Eruptions	117	D017486
3603	Autolysis	117	D001329
3604	Peste-des-Petits-Ruminants	116	D029021
3605	Neurothekeoma	116	D018321
3606	Gonadoblastoma	116	D018238
3607	Hydrarthrosis	116	D006833
3608	Pericoronitis	116	D010497
3609	Alcohol Withdrawal Seizures	116	D020270
3610	Dyssomnias	116	D020920
3611	Isolated Noncompaction of the Ventricular Myocardium	116	D056830
3612	Chilblains	116	D002647
3613	Dipetalonema Infections	115	D004154
3614	Mesothelioma, Cystic	115	D018261
3615	Neoplasms, Cystic, Mucinous, and Serous	115	D018297
3616	Cracked Tooth Syndrome	115	D003387
3617	Myocardial Bridging	115	D054084
3618	Out-of-Hospital Cardiac Arrest	115	D058687
3619	Dermatitis, Perioral	115	D019557
3620	Immunoproliferative Small Intestinal Disease	114	D007161
3621	Colitis, Collagenous	114	D046729
3622	Retrobulbar Hemorrhage	114	D019315
3623	Coagulation Protein Disorders	114	D020147
3624	Phencyclidine Abuse	114	D010623
3625	Myxosarcoma	113	D009236
3626	Sagittal Sinus Thrombosis	113	D020225
3627	Asthenozoospermia	113	D053627
3628	Odontogenic Cyst, Calcifying	111	D018333
3629	Venereal Tumors, Veterinary	111	D014685
3630	Esophageal Spasm, Diffuse	111	D015155
3631	Lafora Disease	111	D020192
3632	Acrodynia	111	D000170
3633	Glycogen Storage Disease Type IV	111	D006011
3634	Hepadnaviridae Infections	110	D018347
3635	Tracheobronchomegaly	110	D014137
3636	Cavernous Sinus Thrombosis	110	D020226
3637	Erysipeloid	109	D004887
3638	Circoviridae Infections	109	D018173
3639	Growth Hormone-Secreting Pituitary Adenoma	109	D049912
3640	Nasopharyngitis	109	D009304
3641	Aphonia	109	D001044
3642	Hyperglycinemia, Nonketotic	109	D020158
3643	Gitelman Syndrome	109	D053579
3644	Breech Presentation	109	D001946
3645	Ectromelia, Infectious	108	D004482
3646	Sarcoma 37	108	D012511
3647	Equinus Deformity	108	D004863
3648	Infarction, Posterior Cerebral Artery	108	D020762
3649	Platelet Storage Pool Deficiency	108	D010981
3650	Cafe-au-Lait Spots	108	D019080
3651	Salivary Gland Fistula	107	D012467
3652	Respiratory System Abnormalities	107	D015619
3653	Amaurosis Fugax	107	D020757
3654	Leukemia, Neutrophilic, Chronic	107	D015467
3655	Edema Disease of Swine	107	D004488
3656	Inert Gas Narcosis	107	D007222
3657	Glanders	106	D005896
3658	Adrenal Rest Tumor	106	D000314
3659	Oral Fistula	106	D016155
3660	Cerebral Hemorrhage, Traumatic	106	D020202
3661	Cervical Rib Syndrome	106	D002573
3662	Buruli Ulcer	105	D054312
3663	Feline Panleukopenia	105	D005254
3664	Fowlpox	105	D005586
3665	Leukemia, Biphenotypic, Acute	105	D015456
3666	Rectocele	105	D020047
3667	Miosis	105	D015877
3668	Marburg Virus Disease	104	D008379
3669	Dental Pulp Exposure	104	D003789
3670	Hydropneumothorax	104	D006872
3671	Anisocoria	104	D015875
3672	Digestive System Fistula	103	D016154
3673	Optic Atrophy, Autosomal Dominant	103	D029241
3674	Apraxia, Ideomotor	103	D020240
3675	Pregnancy, Prolonged	103	D011273
3676	Sadism	103	D012448
3677	Encephalitis, St. Louis	102	D004674
3678	Trichostrongylosis	102	D014253
3679	Neuroectodermal Tumor, Melanotic	102	D017600
3680	Protoporphyria, Erythropoietic	102	D046351
3681	Tolosa-Hunt Syndrome	102	D020333
3682	Thrombotic Microangiopathies	102	D057049
3683	Nut Hypersensitivity	102	D021184
3684	Isochromosomes	102	D018404
3685	Exhibitionism	102	D005084
3686	Hallermann's Syndrome	101	D006210
3687	Intertrigo	101	D007402
3688	Hydroa Vacciniforme	101	D006837
3689	Wheat Hypersensitivity	101	D021182
3690	Mastocytosis, Cutaneous	100	D034701
3691	Papilloma, Choroid Plexus	100	D020288
3692	Hearing Loss, Functional	100	D006315
3693	Glossopharyngeal Nerve Diseases	100	D020435
3694	Insulin Coma	100	D007331
3695	Aortopulmonary Septal Defect	100	D001028
3696	Multiple Pulmonary Nodules	99	D055613
3697	Hyperostosis, Sternocostoclavicular	99	D015218
3698	Wasting Disease, Chronic	99	D034081
3699	Piebaldism	99	D016116
3700	Masochism	99	D008398
3701	Haemonchiasis	98	D006188
3702	Myofibroma	98	D047708
3703	Plummer-Vinson Syndrome	98	D011004
3704	Gerstmann Syndrome	98	D005862
3705	Central Serous Chorioretinopathy	98	D056833
3706	Schnitzler Syndrome	98	D019873
3707	Erythema Induratum	97	D004891
3708	Enterotoxemia	97	D004767
3709	Rheumatic Nodule	97	D012215
3710	Postcholecystectomy Syndrome	97	D017562
3711	Intracranial Arterial Diseases	97	D020765
3712	Post-Traumatic Headache	97	D051298
3713	Jet Lag Syndrome	97	D020179
3714	Yin Deficiency	97	D016710
3715	Alcohol-Induced Disorders	97	D020751
3716	Leukemia, Large Granular Lymphocytic	96	D054066
3717	Plagiocephaly, Nonsynostotic	96	D049068
3718	Basal Ganglia Cerebrovascular Disease	96	D020144
3719	Hartnup Disease	96	D006250
3720	Freemartinism	96	D005611
3721	Rat-Bite Fever	95	D011906
3722	Leukemia, Feline	95	D016582
3723	Enoplida Infections	95	D017189
3724	Klatskin's Tumor	95	D018285
3725	Myopathy, Central Core	95	D020512
3726	Drug-Induced Liver Injury, Chronic	95	D056487
3727	Post-Dural Puncture Headache	95	D051299
3728	Retropneumoperitoneum	95	D012188
3729	Central Nervous System Protozoal Infections	94	D020808
3730	Sarcoma, Small Cell	94	D018228
3731	Hidrocystoma	94	D018251
3732	Meningism	94	D008580
3733	Cubital Tunnel Syndrome	94	D020430
3734	Uterine Inversion	94	D019687
3735	Wolman Disease	94	D015223
3736	Encephalitis, Varicella Zoster	93	D020804
3737	Neuroschistosomiasis	93	D020818
3738	Intracranial Hemorrhage, Traumatic	93	D020198
3739	Encephalitis, California	92	D004670
3740	Astroviridae Infections	92	D019350
3741	Balantidiasis	92	D001447
3742	Neoplasms, Adipose Tissue	92	D018205
3743	Ainhum	92	D000387
3744	Muscular Dystrophy, Oculopharyngeal	92	D039141
3745	Granuloma, Laryngeal	92	D006102
3746	Myoclonic Cerebellar Dyssynergia	92	D002527
3747	Binge-Eating Disorder	92	D056912
3748	Birnaviridae Infections	91	D018175
3749	Neuromuscular Junction Diseases	91	D020511
3750	Kleine-Levin Syndrome	91	D017593
3751	Thrombocytopenia, Neonatal Alloimmune	91	D054098
3752	Corneal Wavefront Aberration	90	D057108
3753	Cytochrome-c Oxidase Deficiency	90	D030401
3754	Leiomyoma, Epithelioid	89	D018230
3755	Opsoclonus-Myoclonus Syndrome	89	D053578
3756	Short Rib-Polydactyly Syndrome	89	D012779
3757	Steatorrhea	89	D045602
3758	Perinephritis	89	D010501
3759	Miliaria	89	D008883
3760	Body Dysmorphic Disorders	89	D057215
3761	Swine Vesicular Disease	88	D013555
3762	ACTH-Secreting Pituitary Adenoma	88	D049913
3763	Ventilator-Induced Lung Injury	88	D055397
3764	Infarction, Anterior Cerebral Artery	88	D020243
3765	Moraxellaceae Infections	87	D045828
3766	African Horse Sickness	87	D000355
3767	Pleurodynia, Epidemic	87	D011000
3768	Nevus, Intradermal	87	D018330
3769	Spina Bifida Cystica	87	D016137
3770	Lead Poisoning, Nervous System, Childhood	87	D020264
3771	Lymphatic Abnormalities	87	D044148
3772	Mycotoxicosis	87	D015651
3773	Phlebotomus Fever	86	D010217
3774	Ephemeral Fever	86	D004810
3775	Ascaridiasis	86	D001198
3776	Pyloric Stenosis, Hypertrophic	86	D046248
3777	Septo-Optic Dysplasia	86	D025962
3778	Gyrate Atrophy	86	D015799
3779	Low Tension Glaucoma	86	D057066
3780	Wissler's Syndrome	85	D014924
3781	High Pressure Neurological Syndrome	85	D006610
3782	Tricuspid Atresia	85	D018785
3783	Vascular System Injuries	85	D057772
3784	Retrograde Degeneration	84	D012183
3785	Cowpox	83	D015605
3786	Hepatitis D, Chronic	83	D019701
3787	Regurgitation, Gastric	83	D057045
3788	Wet Macular Degeneration	83	D057135
3789	Fetal Nutrition Disorders	83	D048070
3790	Rhinophyma	83	D012224
3791	Pneumonia of Swine, Mycoplasmal	82	D045729
3792	Perivascular Epithelioid Cell Neoplasms	82	D054973
3793	Distal Myopathies	82	D049310
3794	Positive-Pressure Respiration, Intrinsic	82	D018467
3795	Hematoma, Subdural, Intracranial	82	D046648
3796	Leukemia, Myelomonocytic, Juvenile	81	D054429
3797	Colitis, Microscopic	81	D046728
3798	Cardiac Output, High	81	D016534
3799	Neoplasms, Fibroepithelial	80	D018225
3800	Upper Extremity Deformities, Congenital	80	D038062
3801	Focal Epithelial Hyperplasia	80	D017573
3802	Fucosidosis	80	D005645
3803	Sleep Disorders, Intrinsic	80	D020919
3804	Chromosome Fragility	80	D002873
3805	Mansonelliasis	79	D008368
3806	Langer-Giedion Syndrome	79	D015826
3807	Breast Cyst	78	D047688
3808	Chalazion	78	D017043
3809	LEOPARD Syndrome	78	D044542
3810	Tonic Pupil	78	D015845
3811	Retinal Dysplasia	78	D015792
3812	Cholesterol Ester Storage Disease	78	D015217
3813	Porcine Postweaning Multisystemic Wasting Syndrome	78	D053570
3814	Catastrophic Illness	78	D002388
3815	Swine Erysipelas	77	D013554
3816	Lymphoma, Primary Effusion	77	D054685
3817	Anal Gland Neoplasms	77	D000694
3818	Hip Contracture	77	D006616
3819	Microstomia	77	D008865
3820	Meningitis, Escherichia coli	76	D020814
3821	Hand Deformities	76	D006226
3822	Hand-Arm Vibration Syndrome	76	D053421
3823	Keratoderma, Palmoplantar, Diffuse	76	D015776
3824	Parovarian Cyst	75	D010310
3825	No-Reflow Phenomenon	75	D054318
3826	Adiposis Dolorosa	75	D000274
3827	Paranoid Personality Disorder	75	D010260
3828	Border Disease	74	D001882
3829	HIV Enteropathy	74	D019053
3830	Glioma, Subependymal	74	D018315
3831	Laron Syndrome	74	D046150
3832	Phenylketonuria, Maternal	74	D017042
3833	Necrobiotic Disorders	74	D017441
3834	Eosinophilic Esophagitis	73	D057765
3835	Ichthyosis Vulgaris	73	D016112
3836	Sclerema Neonatorum	73	D012593
3837	Hyperamylasemia	73	D034321
3838	Conjunctivitis, Acute Hemorrhagic	72	D003232
3839	Meningeal Carcinomatosis	72	D055756
3840	Trigger Finger Disorder	72	D052582
3841	Spermatocele	72	D013088
3842	Hematoma, Subdural, Spinal	72	D046649
3843	Dependent Personality Disorder	72	D003859
3844	Osteophyte	71	D054850
3845	Lung, Hyperlucent	71	D019568
3846	Pain, Referred	71	D053591
3847	Sex Chromosome Disorders	71	D025064
3848	Henipavirus Infections	70	D045464
3849	Peritoneal Fibrosis	70	D056627
3850	Lateral Sinus Thrombosis	70	D020227
3851	Neuroaxonal Dystrophies	70	D019150
3852	Echolalia	70	D004454
3853	Trench Fever	69	D014205
3854	Cyclosporiasis	69	D021866
3855	Pulmonary Subvalvular Stenosis	69	D011662
3856	Postthrombotic Syndrome	69	D054070
3857	Hemostatic Disorders	69	D020141
3858	Lichen Nitidus	69	D017513
3859	Leukemia, Myeloid, Accelerated Phase	68	D015465
3860	Acanthoma	68	D049309
3861	Anastomotic Leak	68	D057868
3862	Cystocele	68	D052858
3863	Pre-Excitation, Mahaim-Type	68	D011227
3864	Posterior Tibial Tendon Dysfunction	67	D037081
3865	Brain Hemorrhage, Traumatic	67	D020201
3866	Arcus Senilis	67	D001112
3867	Primary Graft Dysfunction	67	D055031
3868	Neoplasms, Post-Traumatic	66	D017169
3869	Glycogen Storage Disease Type VII	66	D006014
3870	Enteritis, Transmissible, of Turkeys	65	D004753
3871	Hypodermyiasis	65	D007000
3872	Mastocytoma	65	D034801
3873	Osteosarcoma, Juxtacortical	65	D018217
3874	Subarachnoid Hemorrhage, Traumatic	65	D020206
3875	Myokymia	65	D020385
3876	Lead Poisoning, Nervous System	65	D020263
3877	Gonadal Dysgenesis, 46,XX	65	D023961
3878	Nijmegen Breakage Syndrome	65	D049932
3879	Myxomatosis, Infectious	64	D009234
3880	Leishmaniasis, Diffuse Cutaneous	64	D016774
3881	Solitary Fibrous Tumor, Pleural	64	D054363
3882	Pachyonychia Congenita	64	D053549
3883	Gonadal Disorders	64	D006058
3884	Tick Toxicoses	64	D013986
3885	Tooth Ankylosis	63	D020254
3886	Tachycardia, Sinoatrial Nodal Reentry	63	D013615
3887	Systemic Vasculitis	63	D056647
3888	Microscopic Polyangiitis	63	D055953
3889	Scleromyxedema	63	D053718
3890	Sebaceous Gland Diseases	63	D012625
3891	Leukemia, Mast-Cell	62	D007946
3892	Unverricht-Lundborg Syndrome	62	D020194
3893	Insomnia, Fatal Familial	62	D034062
3894	Lutembacher Syndrome	62	D008185
3895	Overnutrition	62	D044343
3896	Central Nervous System Helminthiasis	61	D020809
3897	Leber Congenital Amaurosis	61	D057130
3898	Aortic Stenosis, Supravalvular	61	D021921
3899	Sublingual Gland Neoplasms	60	D013362
3900	Pseudobulbar Palsy	60	D020828
3901	Skull Fracture, Depressed	60	D020204
3902	Hereditary Autoinflammatory Diseases	60	D056660
3903	Macrophage Activation Syndrome	60	D055501
3904	Dendritic Cell Sarcoma, Follicular	59	D054740
3905	Central Nervous System Venous Angioma	59	D020787
3906	Caplan Syndrome	59	D002205
3907	Hepatic Insufficiency	59	D048550
3908	Postural Orthostatic Tachycardia Syndrome	59	D054972
3909	Hyperpituitarism	59	D006964
3910	Ciguatera Poisoning	59	D036841
3911	Tinea Favosa	58	D014007
3912	Mixed Tumor, Mesodermal	58	D018199
3913	Pulmonary Sclerosing Hemangioma	58	D047868
3914	Idiopathic Interstitial Pneumonias	58	D054988
3915	Sea-Blue Histiocyte Syndrome	58	D012618
3916	SUNCT Syndrome	58	D050798
3917	Tongue, Fissured	57	D014063
3918	Trigeminal Autonomic Cephalalgias	57	D051303
3919	Denys-Drash Syndrome	56	D030321
3920	Decalcification, Pathologic	56	D003649
3921	Colitis, Lymphocytic	56	D046730
3922	Tibial Neuropathy	56	D020429
3923	Pars Planitis	56	D015868
3924	Tick Paralysis	56	D013985
3925	Arterivirus Infections	55	D018174
3926	Adenoma, Basophil	55	D000237
3927	End Stage Liver Disease	55	D058625
3928	Thyroid Dysgenesis	55	D050033
3929	Rigor Mortis	55	D012298
3930	Neoplasms, Gonadal Tissue	54	D018309
3931	Kluver-Bucy Syndrome	54	D020232
3932	Spinal Cord Vascular Diseases	54	D020758
3933	Accessory Nerve Diseases	54	D020436
3934	Lissencephaly	54	D054082
3935	Sulfhemoglobinemia	54	D013436
3936	Candidemia	53	D058387
3937	Visna	53	D016182
3938	WAGR Syndrome	53	D017624
3939	Neurofibrosarcoma	53	D018319
3940	Skull Fracture, Basilar	53	D020205
3941	Aortic Valve Prolapse	53	D001023
3942	Anterior Wall Myocardial Infarction	53	D056988
3943	X-Linked Combined Immunodeficiency Diseases	53	D053632
3944	Proteostasis Deficiencies	53	D057165
3945	Prosthesis Failure	53	D011475
3946	Flavobacteriaceae Infections	52	D045826
3947	Geotrichosis	52	D005847
3948	Chondrodysplasia Punctata, Rhizomelic	52	D018902
3949	Tooth Wear	52	D057085
3950	Neointima	52	D058426
3951	Lower Extremity Deformities, Congenital	51	D038061
3952	Sphincter of Oddi Dysfunction	51	D046628
3953	Nesidioblastosis	51	D046768
3954	Alcoholic Neuropathy	51	D020269
3955	Livedo Reticularis	51	D054068
3956	Coprophagia	51	D003303
3957	Central Nervous System Parasitic Infections	50	D020807
3958	Neoplasms, Connective and Soft Tissue	50	D018204
3959	Anterior Spinal Artery Syndrome	50	D020759
3960	Lead Poisoning, Nervous System, Adult	50	D020265
3961	Discrete Subaortic Stenosis	50	D021922
3962	Tricuspid Valve Prolapse	50	D014263
3963	Leukostasis	50	D018921
3964	Acne Keloid	50	D000153
3965	Acute Generalized Exanthematous Pustulosis	50	D056150
3966	Immunoproliferative Disorders	50	D007160
3967	Hepatitis, Infectious Canine	49	D006522
3968	Enterocolitis, Neutropenic	49	D044504
3969	Tongue, Hairy	49	D014064
3970	Orthostatic Intolerance	49	D054971
3971	Gangliosidoses, GM2	49	D020143
3972	Neuroacanthocytosis	49	D054546
3973	Classical Lissencephalies and Subcortical Band Heterotopias	49	D054221
3974	Endoleak	49	D057867
3975	Fox-Fordyce Disease	49	D005588
3976	Monieziasis	48	D008989
3977	Endometrial Stromal Tumors	48	D036821
3978	Parasystole	48	D017574
3979	Wandering Spleen	48	D050805
3980	Ectodermal Dysplasia 1, Anhidrotic	48	D053358
3981	Cryopyrin-Associated Periodic Syndromes	48	D056587
3982	DNA Repair-Deficiency Disorders	48	D049914
3983	Erythrasma	47	D004894
3984	Monkeypox	47	D045908
3985	Ascaridida Infections	47	D017191
3986	Dientamoebiasis	47	D004030
3987	Paroxysmal Hemicrania	47	D051302
3988	Hematocele	47	D006398
3989	Prenatal Injuries	47	D049188
3990	Andersen Syndrome	47	D050030
3991	Prehypertension	47	D058246
3992	Lipodystrophy, Congenital Generalized	47	D052497
3993	Bovine Respiratory Disease Complex	46	D048090
3994	Glycogen Storage Disease Type IIb	46	D052120
3995	Sleep Paralysis	46	D020188
3996	Sleep-Wake Transition Disorders	46	D020922
3997	Ovotesticular Disorders of Sex Development	46	D050090
3998	Blue Toe Syndrome	46	D018438
3999	Purpura Fulminans	46	D055665
4000	Wolf-Hirschhorn Syndrome	46	D054877
4001	Lingual Thyroid	46	D046151
4002	Skin Diseases, Metabolic	46	D012875
4003	Hemorrhagic Septicemia, Viral	45	D031941
4004	Oesophagostomiasis	45	D009814
4005	Nervous System Autoimmune Disease, Experimental	45	D020721
4006	Basal Ganglia Hemorrhage	45	D020145
4007	Putaminal Hemorrhage	45	D020146
4008	Synkinesis	45	D046608
4009	Paraphimosis	45	D010263
4010	Leukocyte Disorders	45	D007960
4011	Lipodystrophy, Familial Partial	45	D052496
4012	Blackwater Fever	44	D001742
4013	Choriocarcinoma, Non-gestational	44	D031954
4014	Neoplasms, Mesothelial	44	D018301
4015	Metatarsalgia	44	D037061
4016	Primary Dysautonomias	44	D054969
4017	Acrocallosal Syndrome	44	D055673
4018	Levocardia	44	D007979
4019	Upper Extremity Deep Vein Thrombosis	44	D056824
4020	Immersion Foot	44	D007102
4021	Candidiasis, Invasive	43	D058365
4022	Histiocytic Disorders, Malignant	43	D015620
4023	Coma, Post-Head Injury	43	D020207
4024	Coffin-Lowry Syndrome	43	D038921
4025	Night Terrors	43	D020184
4026	Eye Manifestations	43	D005132
4027	Diabetic Cardiomyopathies	43	D058065
4028	Biotinidase Deficiency	43	D028921
4029	Louping Ill	42	D008146
4030	Tarlov Cysts	42	D052958
4031	Lymphoma, Primary Cutaneous Anaplastic Large Cell	42	D054446
4032	Mesial Movement of Teeth	42	D008644
4033	Sialic Acid Storage Disease	42	D029461
